"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES","exp","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION","Y"
4648,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,13.94,11.46,9.84,11.46,12.45,12.45,9.83,11.92,11.92,14.7,5e-05,16.55,3,"1","0","1",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4653,"Attaquant",3,"Sénégal","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00033,8.36,6,"0","1","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4657,"Milieu",4,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,16.2,17.26,18.17,17.26,17.13,17.13,18.17,17.26,17.26,16.2,0.00015,8.05,6,"1","0","0",1,0,0,1,1,0,2,3,149,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,383,4,NA,10,623,6,NA,NA,NA,NA,0
4665,"Attaquant",2,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00023,8.35,4,"1","0","1",1,1,0,0,0,0,NA,1,26,NA,NA,2,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4674,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,12.71,12.71,12.71,12.17,12.17,12.71,12.71,12.71,NA,0,8.57,1,"0","1","0",1,1,0,0,0,0,NA,6,540,6,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4686,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,9.53,5,"0","1","1",1,1,0,1,0,0,NA,1,73,1,NA,2,71,1,NA,NA,NA,NA,NA,1,63,1,NA,NA,NA,NA,NA,NA,NA,NA,0
4687,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,7.74,4,"0","1","1",1,1,1,0,1,0,NA,1,45,NA,NA,3,96,1,1,5,270,2,NA,NA,NA,NA,NA,3,192,2,NA,NA,NA,NA,0
4689,"Defenseur",8,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,13.89,13.49,9.18,13.49,14.93,14.93,NA,14.93,14.93,14.93,0.00011,9.75,2,"1","0","0",1,0,0,0,0,0,NA,1,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4695,"Milieu",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,0,NA,15.27,15.2,15.27,16.27,16.27,15.2,15.27,15.27,15.53,0.00027,11.21,2,"0","0","0",1,0,0,0,0,0,NA,7,321,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4703,"Defenseur",7,"Mali","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,1,13.7,13.7,13.7,13.7,13.7,13.7,NA,NA,NA,NA,4e-05,9.08,4,"1","0","1",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,421,4,NA,1,90,1,NA,NA,NA,NA,0
4706,"Milieu",5,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CLAIREFONTAINE",0,1,NA,15.63,15.6,15.63,14.93,14.93,15.6,15.6,15.6,15.79,8e-05,6.89,6,"1","1","1",0,1,0,1,1,1,NA,NA,NA,NA,NA,2,55,1,NA,NA,NA,NA,NA,18,1025,12,2,5,260,3,NA,1,17,NA,0
4711,"Defenseur",11,"France","aucun","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,5.84,8,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,26,2047,23,1
4715,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",2,0,NA,17.06,17.06,17.06,NA,NA,17.06,17.06,17.06,NA,0,13.19,1,"0","0","1",1,1,0,0,0,0,NA,8,671,8,NA,11,941,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4716,"Gardien de But",12,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",2,1,17.48,15.41,13.82,15.41,15.41,15.41,13.82,13.82,13.82,18.2,0,7.18,4,"0","0","1",1,1,1,1,0,1,NA,7,581,7,NA,3,270,3,NA,1,90,1,NA,11,1020,11,NA,NA,NA,NA,NA,1,90,1,0
4721,"Defenseur",2,"Congo","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,10.89,2,"0","1","0",1,1,1,1,1,1,1,14,1106,12,1,18,1442,16,NA,5,231,3,NA,12,1110,12,1,8,587,7,NA,1,32,NA,0
4752,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,12.61,2,"0","0","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4757,"Defenseur",11,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,14.05,3,"0","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,3,181,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4762,"Defenseur",2,"France","aucun","aucun",0,0,18.24,15.44,15.44,15.44,16.44,16.44,13.43,13.43,13.43,NA,4e-05,13,2,"0","0","1",1,1,0,0,0,0,NA,3,163,3,NA,1,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4763,"Attaquant",4,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,1,18.17,15.18,13.75,15.18,16.3,16.3,13.75,15.76,15.76,18.05,0.00033,6.43,4,"1","1","1",1,1,0,0,0,0,3,12,755,8,1,6,365,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4771,"Milieu",7,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,6.61,4,"1","1","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1062,12,1
4777,"Milieu",5,"Cote d'ivoire","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019,7.87,6,"1","1","1",1,1,1,1,0,0,NA,12,833,9,NA,11,840,10,2,7,586,7,1,3,210,2,NA,NA,NA,NA,NA,NA,NA,NA,0
4778,"Defenseur",1,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,11.09,5,"0","0","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4779,"Attaquant",3,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,7.18,7,"1","0","1",0,1,0,1,0,0,NA,NA,NA,NA,NA,12,743,7,NA,NA,NA,NA,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4790,"Defenseur",8,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,13.33,14.91,15.43,14.91,15.15,15.15,13.99,14.34,14.34,14.52,3e-05,9.39,2,"0","0","1",1,0,0,0,0,0,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4793,"Milieu",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,14.79,2,"1","0","0",1,0,0,0,0,0,NA,2,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4817,"Attaquant",4,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM REIMS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00036,7.86,4,"1","0","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,83,1,NA,NA,NA,NA,NA,NA,NA,NA,0
4824,"Milieu",7,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,9.21,9,"1","1","1",0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,0
4825,"Defenseur",6,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,1,NA,15.2,15.2,15.2,20,20,15.2,15.2,15.2,NA,0,7.46,3,"1","1","1",1,1,1,1,0,0,NA,12,961,12,NA,2,131,2,NA,1,90,1,NA,4,238,3,NA,NA,NA,NA,NA,NA,NA,NA,0
4836,"Milieu",6,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,1,13.93,15.97,16.99,15.97,15.97,15.97,16.99,16.99,16.99,13.93,0.00043,6.25,6,"1","1","1",1,1,1,1,0,0,3,6,395,5,NA,11,699,9,2,10,564,6,NA,4,270,3,NA,NA,NA,NA,NA,NA,NA,NA,0
4837,"Defenseur",2,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,9.68,5,"1","0","1",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,0
4850,"Defenseur",8,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,1,NA,13.02,NA,13.02,13.02,13.02,NA,13.02,13.02,13.02,3e-05,11.47,2,"0","1","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,118,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4851,"Defenseur",5,"Guadeloupe","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,10.73,4,"1","0","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4853,"Defenseur",11,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,10.64,3,"0","0","1",1,0,0,0,0,0,NA,3,191,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4855,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,3,"1","0","0",0,1,0,0,0,0,NA,NA,NA,NA,NA,2,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4857,"Milieu",2,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,6.28,4,"1","0","0",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,0
4864,"Attaquant",1,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00028,7.31,7,"0","1","1",1,0,0,1,0,0,2,8,258,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4869,"Milieu",1,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,11.89,14.51,14.72,14.51,15.45,15.45,16,15.47,15.47,13.58,0.00025,7.49,3,"0","1","1",1,0,0,0,0,0,1,2,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4871,"Defenseur",4,"France","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,10.87,8,"0","0","1",0,1,1,1,1,0,NA,NA,NA,NA,NA,1,50,NA,NA,3,257,3,NA,2,92,2,NA,5,450,5,NA,NA,NA,NA,0
4872,"Milieu",3,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",1,1,18.67,16.56,14.97,16.56,16.56,16.56,14.97,16.56,16.56,18.67,2e-04,6.25,4,"1","1","1",1,1,1,0,0,0,4,13,830,10,1,10,727,8,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4308246,"Milieu",2,"France","aucun","PEM - PEM LIEVIN",0,0,9.86,10.18,9.86,10.18,9.86,9.86,NA,NA,NA,10.81,5e-05,8.67,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7679045,"Milieu",1,"Belgique","aucun","aucun",0,1,NA,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,NA,0.00012,9.01,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045001,"Défenseur",1,"Géorgie","aucun","aucun",0,0,NA,NA,17.36,NA,16.3,16.3,17.36,NA,NA,NA,0.00023,9.76,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32530,"Gardien de But",2,"Congo","aucun","PEM - PEM CLAIREFONTAINE",0,0,13.38,15.72,15.73,15.72,16.68,16.68,16.92,15.59,16.92,15.68,0,6.55,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6825802,"Milieu",4,"France","aucun","aucun",0,0,10.33,10.33,10.33,10.33,10.33,10.33,NA,NA,NA,NA,6e-05,9.3,6,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095763,"Défenseur",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,13.84,13.84,13.84,NA,NA,NA,7e-05,9.74,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179375,"Gardien de But",1,"France","aucun","PEM - PEM CASTELMAUROU",0,0,20,14.53,14.53,14.53,16.88,16.88,14.53,14.53,14.53,NA,0,6.82,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298768,"Gardien de But",10,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",1,1,14.33,NA,NA,NA,14.33,14.33,NA,14.33,NA,NA,0,8.09,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158920,"Gardien de But",9,"France","aucun","PEM - PEM AJACCIO",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,0,8.12,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9259241,"Milieu",1,"Française","aucun","aucun",0,0,10.51,13.21,13.21,13.21,13.21,13.21,14.56,14.56,14.56,NA,8e-05,10.38,6,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11158877,"Milieu",10,"France","aucun","aucun",0,0,NA,7.18,NA,7.18,7.18,7.18,NA,7.18,7.18,7.18,0.00011,8.56,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10821176,"Défenseur",10,"France","aucun","aucun",0,0,13.22,13.22,NA,13.22,13.22,13.22,NA,13.22,13.22,13.22,0,12.81,7,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114695,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,15.23,14.42,15.43,14.42,15.37,15.37,15.43,14.42,14.42,15.23,7e-05,9.29,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341438,"Défenseur",1,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM NANCY",0,0,17.17,12.84,10.99,12.84,12.84,12.84,10.99,12.84,12.84,17.17,6e-05,8.48,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342083,"Défenseur",2,"France","aucun","aucun",0,0,10.63,10.63,10.63,10.63,NA,NA,NA,NA,NA,10.63,0.00021,9.72,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6962175,"Attaquant",3,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,13.56,11.74,10.83,11.74,10.83,10.83,10.83,11.74,11.74,13.56,1e-05,8.95,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10167358,"Défenseur",11,"France","aucun","aucun",0,0,NA,NA,NA,NA,17.5,17.5,NA,NA,NA,NA,1e-04,9.37,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6321421,"Milieu",4,"Française","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,17.73,17.73,17.73,17.73,NA,NA,0,15.34,2,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344329,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",1,1,17.81,13.71,10.4,13.71,13.71,13.71,10.4,10.4,10.4,16.2,0,7.73,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914435,"Milieu",4,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,15.63,14.32,14.92,14.32,14.57,14.57,14.92,14.32,14.32,13.84,4e-05,8.56,2,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8631029,"Attaquant",6,"France","aucun","aucun",0,0,12.45,11.73,9.27,11.73,11.73,11.73,10.64,11.73,11.73,12.45,2e-05,12.19,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354917,"Défenseur",7,"Française","aucun","aucun",1,0,14,14,14,14,NA,NA,NA,NA,NA,NA,6e-05,7.52,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312667,"Attaquant",4,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,0,NA,11.44,11.44,11.44,11.48,11.48,11.44,11.44,11.44,NA,0.00014,6.24,2,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86342,"Milieu",8,"France","aucun","PEM - PEM CLAIREFONTAINE",0,1,NA,18.02,18.02,18.02,13.87,13.87,18.02,18.02,18.02,NA,0.00037,14.55,2,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,"Milieu",1,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,1,20,14.07,NA,14.07,20,20,NA,NA,NA,14.07,6e-05,10.66,2,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11054910,"Défenseur",1,"France","aucun","aucun",0,0,14.54,16.17,17.02,16.17,17.32,17.32,17.73,16.99,16.99,NA,6e-05,9.56,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9374505,"Défenseur",1,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM NANCY",0,1,NA,12.51,11.43,12.51,12.26,12.26,11.43,12.51,12.51,16.3,1e-05,10.04,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7827591,"Attaquant",6,"France","aucun","aucun",0,0,NA,10.4,NA,10.4,10.4,10.4,NA,10.41,10.4,10.4,5e-04,7.08,12,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723306,"Attaquant",12,"France","aucun","aucun",0,0,10.25,10.25,10.25,10.25,10.25,10.25,NA,NA,NA,NA,9e-05,8.62,6,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323045,"Milieu",10,"France","aucun","aucun",0,1,10,10,10,10,12.5,12.5,NA,NA,NA,NA,2e-05,15.4,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328626,"Milieu",10,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",1,0,12.83,12.83,NA,12.83,12.83,12.83,NA,12.83,12.83,12.83,3e-04,8.38,2,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10793772,"Gardien de But",11,"France","aucun","aucun",0,0,NA,NA,4.84,NA,4.84,4.84,NA,NA,NA,NA,0,11.75,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825723,"Défenseur",1,"France","aucun","aucun",0,0,5.43,9.06,9.06,9.06,5.43,5.43,12.7,12.7,12.7,NA,1e-05,8.53,5,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184799,"Gardien de But",2,"Maroc","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,17.58,16.02,14.53,16.02,15.42,15.42,14.08,16.02,16.19,19.01,0,13.58,2,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322046,"Attaquant",7,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,6.15,6.15,6.15,6.15,6.15,6.15,NA,NA,NA,NA,0.00018,8.17,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3516854,"Gardien de But",12,"France","aucun","aucun",0,0,9.67,9.67,NA,9.67,9.67,9.67,NA,9.67,9.67,9.67,0,9.6,3,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98767,"Défenseur",6,"Française","aucun","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,13.1,13.1,NA,13.1,13.1,13.1,NA,NA,NA,13.1,0,11.87,4,"inconnu","inconnu","inconnu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
